item_id,category,price,quality_score,popularity,brand_tier,seasonality,features
61,Books,8.8,4.35,0.383,Standard,None,"[1.2950171368023753, 3.4554691899358625, 0.9798468531290113, -0.367375731668729, -0.07904850473212054, 0.12781853712859367, -0.6159704530855945, -0.5561227974196611, -0.6488877957541485, 0.492337618895535, -1.0558753019573848, 1.4418731659552948, -0.006221143392870997, -1.1057952313814141, 1.0260062486055184, 1.5002915654481137, 3.141109286996759, 1.3707737239243805, -0.8751817398452105, 0.21006607482691622]"
62,Sports,231.6,5.0,0.269,Standard,None,"[-1.014711404594256, -0.6398760859995294, 0.2108073886966249, 1.2689959751427082, 2.288268353742293, -0.5732671148361506, 0.43800722503564915, 0.11023477038609332, 0.16926873632960723, -0.023142890964951306, 1.7257421521077827, 0.09879678747966673, -0.5613535079126699, -0.7772019040482419, 0.9014207805347969, -1.1864669062779618, 1.3569915023901475, -1.9166661698618255, 1.226283005325677, 0.7972306353435351]"
63,Food,5.71,3.82,0.185,Budget,Holiday,"[-0.4062243293734895, 0.3670467929299679, 0.27981185430235533, 0.44504269989418677, 0.27892309716744346, 0.729843035114983, -0.17932802787303154, 2.201785107370953, -0.397740284245532, -0.5844992156219503, 1.3382496307620757, -2.0437687015264965, 0.8767599891542641, -0.6205408754456606, -0.750038177643121, 0.26157748406540704, -1.4896096123510028, -0.816023071946203, -0.849139646512992, -0.22139825818509487]"
64,Movies,3.31,2.87,0.125,Premium,Summer,"[1.0247314117982549, 1.7627899887193537, 0.2303891704082201, 1.8471429951961078, 0.9620076915970852, -1.3434446078680005, 2.070722243400721, -1.795193027971755, -0.9035826363745915, -0.13680756147985929, -0.7050960566855677, -0.4764622345062222, -0.6670859201357984, 2.229066272389667, 0.11885501044116001, 0.6234639256691021, -0.05178975623802191, 0.33738348139056873, -2.0553716339283614, 1.6707075029894791]"
65,Sports,8.98,3.49,0.361,Standard,Holiday,"[1.5443334869712346, 0.9600391808954257, -0.37953889742192626, -0.0011495648046663729, 2.929528906349468, 1.555338239475078, -0.3161792525756171, -1.0000807425869997, 1.213008142942167, -0.2870858663221182, -0.48523912503814143, -0.3997933544875725, -0.718633930052811, 0.7737454171487219, -1.338229370477771, 0.10205115731285117, 0.24970880640742232, -0.5985453168360358, 1.5871324514543836, 0.8983342466106601]"
66,Food,5.63,3.9,0.393,Standard,Summer,"[1.4934484517388973, -0.6863731592055874, 0.06683244153640641, -0.9765667027768606, -0.39149904378450917, 0.870684789492401, 0.24574166800184172, 4.1125240334849416, -1.221946727129981, -0.032965646219079235, -0.5057683865180949, -0.31611616647722734, 0.0419048347158598, -0.6769366948394923, 0.9579074455546994, 1.7514121982235304, -2.3355051966344944, 1.3929035182026521, 2.5167918467110115, 0.18971919620628963]"
67,Music,4.01,2.5,0.164,Premium,Winter,"[-1.455237953889152, -1.2080546267985692, 0.14019216780018612, -0.7594851410979632, -0.050270436272097756, 0.18865251427621388, 0.9122781969762175, 1.0963410141079386, -0.5520833474133564, 2.801410378219178, 0.7607156333755746, -0.2582190534027961, -0.4909507152260818, -0.7813359785056306, -0.5907385535844295, -0.10986940392877398, -0.04375913054476578, -1.40403145180327, 1.354744233616806, 0.7867714406709029]"
68,Food,56.24,5.0,0.372,Budget,Holiday,"[0.26500726923505735, 1.0945732912205675, 1.132842211712895, 1.1053139014932878, 0.04450208231923648, -0.7161945136133265, 0.19136225411161115, 2.9422300175678355, 1.0243517898599654, -0.42967612707459496, 0.31537289612739006, -1.308778304485956, 0.9849501030058511, -0.7833087567250635, 0.7852553595715474, -1.1493045773901618, 1.0314159064340078, 0.32183519002277045, -0.7813576956169462, 0.6913563810805253]"
69,Home & Garden,8.19,2.71,0.519,Standard,Holiday,"[0.786831080301045, -1.2919415856276668, -0.8620970437447922, 1.2602976764706804, -0.8251981321533275, 0.27146118700108685, -1.024005403938165, 0.7789732914514368, -1.4853328709016493, 0.9761876378871974, 3.059706271084655, 0.7787527857528446, -0.5439330475504653, -0.5002328163743478, -1.123514720446395, 1.0783867677061056, 0.16302091323277582, -1.8094205268117098, -1.4534213617381786, -1.757133968368063]"
70,Books,12.67,3.62,0.162,Standard,None,"[-1.7414916566140959, 2.356022503586278, 0.9594099968570928, -0.6466556335942929, -1.1234717190204166, -0.34772356153097006, 1.0641839529286203, 2.1150516821422025, 0.5083650441335016, -1.3156669929208955, -0.9718983104405119, -1.4883254135185378, -0.12916976316448395, -0.27723669854677996, -0.1366106534676014, -1.0734209422789178, -1.1736040996661792, 0.0941154134992307, 0.48441088120221254, -1.1848400604750189]"
71,Books,9.49,3.34,0.19,Standard,Winter,"[-0.1698175337540255, 0.4663685254898795, -0.3618825561711596, 1.2145671391530999, 0.16984489760438456, -1.0644434809104506, -0.19375217934860675, 0.487805435792468, -0.12548726023739562, -0.15267310634812034, -0.7136793374603376, -0.6334078877228942, 0.2224591911045106, 0.49247224661428807, -0.17330984789955267, -0.493951686038691, 0.756361751020526, -0.4236879029249538, 0.28931387415553084, 0.533018294658033]"
72,Music,2.09,2.93,0.035,Standard,Holiday,"[-0.5587182538539862, 0.013652912075056728, 0.2516538689865537, 0.9269996287341687, -0.6757180024155319, 1.5131781274817024, -0.6688964917292147, -0.33219771614193333, 1.4262342580797647, 0.5727253193298222, -1.131089745168842, -0.6004469655886746, 0.37276722427640213, -0.9065077809327704, -0.7253400408147569, 1.3449596661741487, -0.6133756284731867, 0.9546668160293867, 1.2553231895309385, -0.7334620911689643]"
73,Clothing,4.55,2.89,0.145,Budget,Holiday,"[1.3969434562328211, 0.6461510893561248, 1.0602116916650957, 0.14141697257100241, 1.2136458541964776, -0.24489006504943875, -2.017902276462043, -2.5172303766303354, 0.3108127360499551, 0.10651657632390796, 0.18773481527053326, 0.4892874738498093, -1.4794533330897426, -0.8068119536816358, 0.42306344112465016, 0.7358637437619352, -0.25688522910376554, -1.4322774857320153, 0.33996379075691296, 0.05113416662288371]"
74,Health,4.62,3.84,0.047,Budget,None,"[-1.1469285123354318, -1.0011375578851496, 1.6003972988892943, 1.4103123065906453, -0.5335453373840537, 1.7839186066074848, -0.004252096719942134, 2.5893897173890488, 2.1446861305250366, 0.576192750328422, 1.3999034411695583, 1.2776333498078092, 0.5107320661358935, -0.14114031944383582, 0.5141326999931192, -0.816184171876115, 0.15213371886411586, -1.1093075324979949, -1.7808816400803014, 0.05042676413944306]"
75,Health,47.0,4.21,0.242,Standard,None,"[-0.8675976587001362, -1.019663874951752, -0.4704375135906024, -1.6021592580592579, 0.25418857898740027, 1.7311505808644736, -0.22907064323350287, -0.6422334940420632, 1.9392068595313752, 1.0347167440248553, 1.381456371273934, -1.0470931674970483, 0.65817237152081, -0.10162421975429613, 1.4425127477606192, 2.2952112002296117, 1.8205839068434124, -0.9862467205712259, -0.8414972028397323, 1.694430926901224]"
76,Home & Garden,13.32,4.32,0.058,Premium,Holiday,"[0.6745050331548218, -1.3140166635802102, 0.20475825482335014, 1.6580206806825417, 1.111816825565053, -0.2751234003385167, 0.4589421583025453, 0.1149853683772765, -2.481512537985418, -1.4351455928700212, 0.3835404689576883, 0.33796181661337843, -0.06866985450094097, 1.3301333079378432, 0.5099747407083967, 1.570295513321641, -2.4596671470716576, 1.734148024184437, -0.6071529663023779, 0.024863632753244016]"
77,Sports,60.53,4.89,0.197,Standard,None,"[0.18585497169929524, -0.39171274911693243, 0.15189850728487087, -0.3210783254151562, 0.8947783943631635, -0.6942641978886837, -1.00645588790235, -0.11938070188623857, 0.7850990313509648, -0.34675898725786564, 1.8089258374180954, 0.22865609627706854, -2.048568578183826, 0.3331649059478465, -0.05039617354495802, 1.3773939916987517, -0.01697250891448162, -0.25315717535009635, 2.0729414973259197, -2.1057046630870007]"
78,Health,9.43,3.38,0.166,Budget,Summer,"[-0.5039306799613394, 0.2216396548893205, -0.6738995484092392, 0.74427582661273, -0.039259683875249037, 1.014847728147081, -0.9454278641443407, -0.8760028902037027, 2.726159121575563, -0.020266883137630812, 0.9268766994609047, -0.858524093424465, 0.4336526641592427, 0.5464872790777332, -1.5371212226942688, -0.0034211511349828503, -2.0161918230225315, 1.4698533885675769, -1.317601438487428, -0.1888923762694141]"
79,Sports,18.38,3.04,0.113,Standard,None,"[-0.6979916205382681, -1.2595627288697413, 0.357192878994939, -2.3214853420775783, 1.9742306441227429, -0.6003566942635733, 1.0162879427566356, 1.7553110706333046, -0.3310521687503577, 1.390725929141431, -0.31611628063041075, -0.9661265231290901, 1.7459036321856196, 0.5207764447340067, 0.004438522609814357, 0.6871774750986485, 0.2742150351301673, -0.06921940794151801, -1.3264348273079964, -0.2705367371612667]"
80,Books,11.02,3.52,0.247,Budget,None,"[0.016446930181635566, 1.8138412957346293, -0.18262515000532725, -1.109182064403771, -0.047061194071171035, -2.5250067911737077, -1.7684087928006986, -0.3503084063566909, 0.6602744346735528, 1.6113597933205999, 0.40136750592223985, 0.5342328475489487, 0.11284840943499716, 0.838413105076335, 0.2133835543609739, 0.37261268107611234, -1.5636359951548031, 0.26296139980086064, 0.02326639692365713, -0.4161407580099634]"
81,Travel,20.98,3.21,0.199,Standard,Holiday,"[0.8755050498444104, 1.0593425433607495, -0.23739712676564328, 0.4605658786015438, -1.5817432128345434, 2.2424311574609384, -0.22757931935184353, -0.4881863780695798, -0.26575124088784435, 1.0512159144230473, -1.1685165527852863, 0.041044328103827146, 0.11411575013335006, 0.2238756784689018, -0.03394224289090872, -0.08308800314950383, -1.2030760107564613, -0.4873689446800402, 0.16127459380310194, -0.5387411578546822]"
82,Health,17.81,4.11,0.455,Budget,None,"[0.09622019844820677, -1.7570954359695912, 0.3456479372200812, -1.2604937767192725, 0.16271325479179766, 0.7264439331791974, 0.5518737051862475, 1.3403885237138469, 2.250730663146552, 0.5135820770389661, 0.5485539625926623, -0.9697246020084842, -0.12747873720364325, -2.458988354009473, 0.3768808183709525, -2.751579723988069, 0.8490958611073657, 1.6533115691389368, 0.4987267762817868, 0.653076260337127]"
83,Electronics,73.96,4.02,0.209,Standard,None,"[3.091761364101454, 0.2868638428193504, 1.3252636031273886, 0.05762276315959555, -0.24655360757598987, 0.5795812479848041, -0.8708988204679343, 0.1394151593464063, -1.19944625795536, 0.08259051687541312, -0.12983632584940336, -0.8042679214494173, 0.16504063653773915, 0.1585496531596428, 1.1754540123391348, -1.6056334030627877, -0.0760489076970426, -0.7602623997034793, 0.8697620581762918, 0.7539120651921329]"
84,Travel,49.12,3.92,0.212,Premium,None,"[0.277138644765627, 0.9469046950881974, -0.051606782415304926, 0.7008100190929322, 0.1972267308541986, 2.040008692106075, -0.5574156509570538, -0.5208307593076016, 1.013420721338381, 3.0379522316261776, 1.0696084937016175, -0.012671946014730082, 0.20765721747637797, -1.3473543376008232, -0.16086875733179734, 0.2767964393450264, 0.2773365168699684, -0.7577399157445576, -1.0993444127863297, 1.0441917524373119]"
85,Books,14.36,4.64,0.107,Standard,None,"[-0.8404347626697068, 2.198168483182254, 0.06368945260736163, 0.1349610569154279, 0.13131683316005388, 0.624600518224056, 2.641030778662475, 1.229310691907974, -0.36229010397795286, 1.2155068050230795, -1.0537907973425453, -0.5662575689260696, 0.7068829212666524, 0.6758664079374624, 0.6015360185136042, -0.590297885171597, -0.5834437764610827, 0.13115144275044122, -0.25228972837061264, 0.8881757470134929]"
86,Food,6.72,3.39,0.325,Budget,None,"[0.3788148142308543, 2.9856398110353135, 1.2200128236643963, -0.4065926793687641, 0.7592424842411185, 0.5488904821156699, 0.28310963674253353, 2.5147853702162797, -0.812435675869294, -0.43505776967291376, 1.6586914640258899, 0.20401889879387672, -0.7002505045249208, -0.1401815887939711, -0.5341785195342945, 0.8977263118091192, -0.560838737250439, 0.04413444886487444, -0.6625186821293535, 2.207907967986128]"
87,Music,13.86,2.81,0.294,Premium,None,"[-2.3154453373656176, -1.473280172893692, 0.4866194801281112, 0.871705131061377, 0.19028290992242175, 3.150834649684363, -0.0863849843514986, -0.05435127440020237, -0.9170280287407904, -1.5602419775537173, 1.8546621338595848, 1.1312990502497464, -1.3925125671384784, 0.15575190783128046, -0.10004631110366666, -0.2739924731630432, -0.40901784781493944, 0.38126914696797887, 0.8181755254714744, 0.40239116902820543]"
88,Clothing,9.83,3.11,0.49,Standard,Holiday,"[-1.2227220373667493, 0.12937594713926415, 1.6319691431814207, -0.6915279952766902, 0.6631004857975907, -0.8542839790678566, -0.649620337971723, -0.6378867915099083, -0.33142350063558984, -1.4202577049167657, -1.4048852084751275, 0.5430618798529312, 0.5544463600173206, 0.31068363200833465, 1.3751896228162264, -0.8822182522626393, -1.725281089153335, 0.7853071371145951, -1.7469911689980238, -0.13688711395629213]"
89,Travel,39.04,4.81,0.195,Standard,Winter,"[-0.3433983788460269, -1.3602992465200239, -0.7303978264109515, 1.9572912573656236, 1.0022377639328288, 0.000571275225136519, 0.022370918439605626, -2.1753809095759307, 1.3066244470197583, 1.548581256214355, -0.8086681469855184, 0.7499728466704664, -0.6299536416939636, -1.8229659266596239, 0.40980944540442127, -1.5154622655654701, -0.05879483955525934, 0.3176088717461632, -0.27784016462267574, -0.273367194775932]"
90,Sports,87.11,5.0,0.349,Budget,None,"[0.28347660401898234, -2.100863540056221, -2.101102840252927, 0.4720825952742088, 2.451990100944518, -0.6753964869738631, 1.3014869442559946, -0.20694265952511098, -0.5883973472357426, 1.1711618481218093, 1.0385605581135338, -0.051595886695763676, 0.5175309627246585, 0.6437137296826219, 2.1752668788798832, -0.13102042404249964, -1.1798716805474392, 0.6254783881772652, 0.062215074428531726, 0.11231835996165258]"
91,Music,7.16,4.03,0.137,Standard,Holiday,"[0.43344596808055014, 0.49900263076243145, -0.6912073590737279, 0.9799984632628076, -0.5538551561873253, 2.454655158356721, 0.2103903900652528, -0.6866128183846327, 1.622461156602609, 1.7165633271123484, -0.9208340310733539, 0.7992946213487437, -0.12253845457474623, -0.6738313310101743, 0.3685097124772962, 0.8337911146211626, 0.16108290703298966, -0.3634982210358024, 1.3294233933448214, 1.3653977983233603]"
92,Home & Garden,7.47,2.66,0.209,Standard,None,"[0.9751071432888088, -0.6922824693857184, -0.03892295418009306, 1.1657950332355336, 1.4230616090087518, 0.20820510866883737, -1.3955146863728802, 1.536140701893776, -0.04578311596028421, 0.5059930665679871, 0.3067413093760945, 0.4174220312496067, -0.34350902910005643, 0.33076289325841235, -0.1492366148317193, 0.3621047766572867, -0.18572713111714992, -0.29004168766946337, -1.462032809090067, -0.005204434201671527]"
93,Movies,9.25,3.04,0.148,Standard,None,"[-2.0090261843095267, -0.1793523936018766, -0.9794476170247225, 0.5085943130667105, -0.4791458140072504, -1.1945150389016288, 4.325720398692709, -2.1327580890341657, 0.8563046495566794, 0.3461011449480532, -0.48474513068011094, -0.907714275187488, 1.7284196662346876, 2.123894714405116, -0.29281022938155066, -0.4382355480360761, 1.1287461559446743, -0.24600250190760853, 0.5834546255534319, 0.5580151256333936]"
94,Movies,7.67,3.33,0.28,Standard,None,"[0.011158911623571783, -0.37440044799890676, -0.16224853995849545, -0.7834881283458742, -0.8825972861435134, 0.775765385282725, 0.9167983168153986, -0.3191180896979034, 1.0153427862709963, -0.3527007950036071, 0.8287404536855749, -0.5910457207268417, -1.051163606350194, -1.5948258549008207, 1.3127240692726614, -1.1368711816344155, 0.7471865901250933, -0.9999470267933823, 1.3173839179398212, 2.2067827246151004]"
95,Sports,3.42,3.43,0.152,Standard,None,"[1.9875341610233674, -1.9169127644712842, -1.4805787733610272, -0.8598194543323827, 2.61475307410532, -0.5313177112619316, 0.9835983231147025, 1.5006982776594644, -0.3086431296882937, -1.478447420270831, 0.965679956276048, -1.541566171854868, -0.9032637051054866, -1.701064270926387, 0.9631647253543423, 0.5720856825544234, 1.6182857249576108, -0.44125560951006937, -0.8239751584107831, -0.5248106343369602]"
96,Travel,7.8,4.02,0.047,Premium,Winter,"[1.032980342754392, -0.9827515368990842, -0.3075613265155576, 0.5646256365079001, -0.669341791474783, 0.03611590377245073, 2.5456251957790337, -0.9787979266034036, 0.3321363356834861, 0.9661852050029325, -1.4854854023594117, 0.7992945658019306, -0.40687235982995595, 1.599378530031584, 0.5678633847436954, -0.785802126713547, -0.8769569578307223, 0.72060801015708, -1.0529074124690432, -1.0809557759885158]"
97,Clothing,1.99,2.59,0.233,Standard,None,"[-0.5891435454843897, -0.09774224079349929, 0.8696332791345747, 0.8552942132023134, 1.3337490486275165, 0.5044956768553063, -0.5578478552534369, -0.748585152673294, -0.41182859732470173, -0.8411243921722905, -0.15924114901195818, -0.7508654171230501, -1.3816491097930366, 0.3806464279451594, 0.45782402125066585, 1.6994199924016902, -0.43319374933425525, -1.8902046566489292, 0.8153014226602041, 0.9277562548475287]"
98,Movies,23.15,3.8,0.133,Standard,Summer,"[-1.1055681995177493, 2.763314672385596, -0.9340367825556467, -0.4232610109361599, 0.4929135775454938, 0.5872903962039655, 1.680979338649071, 1.0942432938428654, 1.198713519465048, -0.007674939521786845, -0.15010279988173364, -0.6105426813772517, -1.0402474236787584, -0.800461504818122, 0.5445315584070434, 0.0007033236025212828, -0.24420533149945392, -0.5710242194528964, -0.5494016851548998, -0.04514817516057289]"
